domain,effective_query,link,link_type,no_results,num_results,num_results_for_query,num_reviews,page_number,query,rank,rating,requested_at,requested_by,scrape_method,search_engine_name,snippet,status,title,visible_link
www.auto-testing.net,,https://www.auto-testing.net/news/show-96095.html,results,False,10,"About 2,510,000 results (0.29 seconds) ",None,1,吉利 试验台,5,None,2019-06-24 11:05:29.395462,localhost,http,google,"Apr 7, 2018 - 前不久吉利汽车向媒体开放了投资62亿元人民币在杭州湾建立的研发中心。 ... 该实验室的核心设备是吉利研究院从英国进口的双轴K&C试验台。",successful,探秘62亿元打造的吉利汽车研发中心及重要实验项目_汽车实验室__ ...,https://www.auto-testing.net/news/show-96095.html
zhuanlan.zhihu.com,,https://zhuanlan.zhihu.com/p/51470175,results,False,10,"About 2,510,000 results (0.29 seconds) ",None,1,吉利 试验台,6,None,2019-06-24 11:05:29.395462,localhost,http,google,"Dec 3, 2018 - 吉利汽车研发中心拥有多项中国甚至是世界之最，比如拥有68个试验台架的动力总成中心，规模国内第一。 按照规划，吉利汽车研发中心每年将全新 ...",successful,揭秘吉利汽车全球四大研发中心看看工程师们都在干什么- 知乎,https://zhuanlan.zhihu.com/p/51470175
www.qctsw.com,,http://www.qctsw.com/wap/articlecontent/18499.html,results,False,10,"About 2,510,000 results (0.29 seconds) ",None,1,吉利 试验台,7,None,2019-06-24 11:05:29.395462,localhost,http,google,"Sep 20, 2017 - 对于吉利帝豪GL来说，这天就是它的一周岁生日，但帝豪GL还没过自己 ... 整车24通道耐久试验室的试验台架主要是针对车辆底盘和车身等金属结构 ...",successful,帝豪GL为何能年销10万辆？参观完吉利研究院后终于明白了_汽车投诉网,www.qctsw.com/wap/articlecontent/18499.html
b'',,None,results,False,10,"About 2,510,000 results (0.29 seconds) ",None,1,吉利 试验台,8,None,2019-06-24 11:05:29.395462,localhost,http,google,None,successful,None,None
www.w-ibeda.com,,http://www.w-ibeda.com/product.asp?id=597,results,False,10,"About 2,510,000 results (0.29 seconds) ",None,1,吉利 试验台,9,None,2019-06-24 11:05:29.395462,localhost,http,google,发动机NVH下线测试台 发动机电气测试台 火花塞测试机 发动机转动扭矩测试台 TDI发动机燃油系测试台 ... 在新能源、智能网联、汽车整车和零部件领域，研发和建立系统的试验技术研发和检测能力，目标建成国内 ... 浙江吉利新能源商用车有限公司,successful,华依新能源汽车动力总成及整车测试中心 - 上海华依科技集团股份有限公司,www.w-ibeda.com/product.asp?id=597
www.autohome.com.cn,,https://www.autohome.com.cn/tech/201607/891172.html,results,False,10,"About 2,510,000 results (0.29 seconds) ",None,1,吉利 试验台,10,None,2019-06-24 11:05:29.395462,localhost,http,google,"Jul 27, 2016 - 当然，所有的NVH试验室不仅仅就这些，还有诸如单一零件振动的测试台架和激振异响试验台架，用于进行车辆各部分组件的NVH试验和车辆悬架 ...",successful,【图】听说你想看“寂静岭” 评吉利NVH试验室_汽车之家,https://www.autohome.com.cn/tech/201607/891172.html
www.baidu.com,,http://www.baidu.com/link?url=30luk61sjnuSNvEJ9CFxGZlpfQIceN5heTdB0rVzAj49F7vqikyn5VPR1SKv52D--MN7iMKjN0-doL5GL9Rdea,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,1,None,2019-06-24 11:41:51.240369,localhost,http,baidu,2017年2月17日 - 电机性能试验台由实训台架、新能源汽车电池组、三种新能源汽车常用电机(直流永磁、交流异步、开关磁阻)、三种新能源汽车配套电机控制器、加速踏板、档...,successful,"新能源汽车电机性能试验台,电机性能试验台-上海顶邦公司",None
www.baidu.com,,http://www.baidu.com/link?url=BNWa5SY8Z5uGn_NYcurVYZsOp6QRrKV6lUIPXD8A_4_1tgECMI_6hI-V69bdbPAkDKGhqlitghFnN57d73U8s9BE-RbmSuByEznDP0IYY9C,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,2,None,2019-06-24 11:41:51.240369,localhost,http,baidu,转鼓试验台 制动性能 检测线 上海大众 控制装置 监控器 制动力 发动机 制动试验 汽车... 【摘要】:正 上海大众汽车公司一厂总装车间第二检测线上的德国申克转鼓试...,successful,目前我国最先进的生产线用转鼓试验台——上海大众第二检测线上的...,None
www.baidu.com,,http://www.baidu.com/link?url=SDAjdxumw6SygioXWNSYjhjJC-ABvKUG3oBDanuh16PCe-YYY2NKbzvLocqPAefYTv6h2pfx6b5aZG-fVwfMD_,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,3,None,2019-06-24 11:41:51.240369,localhost,http,baidu,"发动机试验台架 已被阅读:331731、常规型 组成:测功机和发动机测试控制仪器,根据发动机额定功率和转速来选择测功机。 测试参数:转速、扭矩、功率、油耗率、机油...",successful,发动机试验台架-测功机-交流电力测功机-上海启策动力测试设备有限...,None
www.baidu.com,,http://www.baidu.com/link?url=APBdvjNjt3T5k0rioWt0aONPtm4ziKPMGNc3bQivula-bBcZiptSEB1zS_DFYEg-Oh-4yC9uUYmPTWLO0sqsiKRdweijYLD7qJUqEsdu5sG,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,4,None,2019-06-24 11:41:51.240369,localhost,http,baidu,试验台架集中管理数据采集刘建勇上汽集团商用车技术中心黄栋上汽集团商用车技术中心内燃机科技...,successful,发动机试验台架集中管理方案探讨,None
www.baidu.com,,http://www.baidu.com/link?url=qlCFO08YuNnbgRQILMHGQ4xE84792XcvFfs8ny126y-fHps7YV0FpxeHwDDYfr7r,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,5,None,2019-06-24 11:41:51.240369,localhost,http,baidu,"可靠性环境试验箱,散热器内部腐蚀试验台,散热器内部冷热冲击试验箱,压力脉冲试验台,汽车空调风量测试台,风机性能试验台,碎石冲击试验台,淋雨试验箱,盐雾腐蚀试验箱...",successful,"散热器试验台,环境试验台,汽车空调试验台,风机性能试验台-上海涵...",None
www.baidu.com,,http://www.baidu.com/link?url=TRfFNWNhd4ZPSCDaN2ZFqFN0mRkBU_2G8nGeHWFhPBhvwQm8o2n_F0JGqOtb9yYSi6shXyo2BxetlvEiZr2l9Um8p2e5GRw_nYHxC-6sHMC,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,6,None,2019-06-24 11:41:51.240369,localhost,http,baidu,2013年11月10日 - 上海交大混动试验台 - 2011年 ( 第 33卷 )第 6期 汽车工程 A utomo tive Eng inee ring 2011( V o.l 33) N o 6 . 201...,successful,上海交大混动试验台_图文_百度文库,None
www.baidu.com,,http://www.baidu.com/link?url=YsjC4k9qJ8nfc1HcQHGD1PY43-JS_Wl1bS0pZrNkxAn_Xkow7imX4OtmIXx9GHs88A4xBxMmGD-mDS75rPTcUK,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,7,None,2019-06-24 11:41:51.240369,localhost,http,baidu,"上海智舒自动化有限公司主要致力于“汽车座椅综合性能试验台 ”的生产销售。多年的“汽车座椅综合性能试验台 ”生产与销售的经验,与各行业新老用户建立了稳定的合作...",successful,汽车座椅综合性能试验台 - 上海智舒自动化有限公司,None
www.baidu.com,,http://www.baidu.com/link?url=ZShphu2nglBsAkMfnMuY4RH0Ngo6xGm2j7-ejBPe6k7wTUMCQKSop0T2Bc8dVx5TjZ9NB1YorCEuZEzpdZ0Jiq,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,8,None,2019-06-24 11:41:51.240369,localhost,http,baidu,电动汽车电机试验台  一、设备配置:• 电力测功机; • 计算机测量控制系统;• 转速扭矩传感器;• 电流电压传感器;• 铸铁平台;• 测功机变频控制柜;...,successful,电动汽车电机试验台 -测功机-交流电力测功机-上海启策动力测试...,None
www.baidu.com,,http://www.baidu.com/link?url=DoQLZ2n7a36rQlVAN3mN5CA5QN3Kv7A1Bb8qFl6tI-cNGAUJZkC6fDmpoA5u5D3W,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,9,None,2019-06-24 11:41:51.240369,localhost,http,baidu,"高低温试验箱,恒温恒湿试验箱,高温老化箱,紫外, 氙灯耐气候试验箱,振动台,振动试验台,跌落台... 客户案例  航空航天、国防军工、机械制造、车辆船舶、大专院校、...",successful,"电磁振动试验台,盐雾试验箱,大型跌落试验台-上海览浩仪器设备有限...",None
www.baidu.com,,http://www.baidu.com/link?url=KX3TkLL0NagVQ95nmb7BFK7d43DoL8XH9YQ6U-4BztYkBZAhwEB7A8MnsWvNi7swC1YhGfsVufkHcPzr8HFzTfQ1K2VV0pxkxZj0cjTbbBe,results,False,10,"搜索工具百度为您找到相关结果约2,780,000个",None,2,上汽 试验台,10,None,2019-06-24 11:41:51.240369,localhost,http,baidu,2016年10月27日 - *、招标条件项目概况:*. 标书编号:***-***/* 发动机倾斜试验台 数量:* *. 标书编号:***- 关键词: 汽车招标公告正文 上海...,successful,上海汽车集团股份有限公司试验台及铣削测量系统国际招标公告_招标...,None
www.patac.com.cn,,http://www.patac.com.cn/listFaCar.html?v=1005,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,1,None,2019-06-24 11:05:19.820106,localhost,http,google,上汽通用汽车/泛亚汽车技术中心研发试验中心（广德）占地面积5.67平方公里，建有包含70种典型特征路面，总长超过60公里的试验道路以及完善的配套试验辅助 ...,successful,先进设施-广德试车场-泛亚汽车-泛亚汽车技术中心有限公司,www.patac.com.cn/listFaCar.html?v=1005
www.bbkco.com.cn,,http://www.bbkco.com.cn/news/view?id=56,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,2,None,2019-06-24 11:05:19.820106,localhost,http,google,提供给上海李尔公司的2工位颠簸蠕动试验台和上汽集团商用车技术中心的9通道安全带固定点试验台预计将于2016年年中交付。届时，将进一步扩大SERVOTEST ...,successful,SERVOTEST承接上海李尔公司和上汽集团高端座椅试验系统 ... - 博科测试,www.bbkco.com.cn/news/view?id=56
www.auto-testing.net,,https://www.auto-testing.net/news/show-95903.html,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,3,None,2019-06-24 11:05:19.820106,localhost,http,google,"Mar 30, 2018 - 两个月前，上汽通用汽车泛亚汽车技术中心“振动噪声试验室二期项目” ... 试验，工程师只需命令六轴试验台架执行选定的路谱，就可以在试验室里 ...",successful,上汽通用汽车“振动噪声试验室二期项目”落成并投入运营_振动与噪声__ ...,https://www.auto-testing.net/news/show-95903.html
www.shac.com.cn,,http://www.shac.com.cn/pages/overview.aspx?c_number=0001200005,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,4,None,2019-06-24 11:05:19.820106,localhost,http,google,... 乘用车和商用车底盘系统，是上汽大众、上汽通用、上汽乘用车、上汽通用五菱、上汽 ... 台、DK&C试验台、制动惯量台、多轴振动台、四立柱及半消声室等现代化试验 ...,successful,汇众概况 - 上海汇众汽车制造有限公司,www.shac.com.cn/pages/overview.aspx?c_number=0001200005
www.linkedin.com,,https://www.linkedin.com/jobs/view/%E7%94%B5%E6%B1%A0%E5%8C%85%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88-at-%E4%B8%8A%E6%B1%BD%E5%A4%A7%E4%BC%97%E6%B1%BD%E8%BD%A6%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-1005588054?trk=job_view_similar_jobs,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,5,None,2019-06-24 11:05:19.820106,localhost,http,google,职位信息1、负责新能源汽车电池单体/模组/系统试验需求分析及试验规划：根据整车进度确定零部件试验需求，协调内部及外部资源制定试验方案，跟踪试验过程，汇总 ...,successful,"上汽大众汽车有限公司hiring 电池包测试工程师in Shanghai, CN ...",https://www.linkedin.com/.../电池包测试工程师-at-上汽大众汽车有...
www.saicmaxus.com,,https://www.saicmaxus.com/media/201903/660.shtml,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,6,None,2019-06-24 11:05:19.820106,localhost,http,google,2019年3月31日，“上汽π”发动机重磅揭幕，以八大领先技术、出色静音科技及 ... 台严苛的发动机子系统性能测试、80台9大类发动机台架耐久试验，并将完成130多台 ...,successful,“上汽π”发动机重磅推出，上汽MAXUS抢滩绿色前沿动力 - 上汽大通,https://www.saicmaxus.com/media/201903/660.shtml
www.zhihuiya.com,,https://www.zhihuiya.com/case/info_8.html,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,7,None,2019-06-24 11:05:19.820106,localhost,http,google,"Apr 2, 2019 - 上海汽车变速器有限公司. ... 功能检测上拥有各类先进的试验台架和校验台架，具备较强的变速器总成开发、试验能力，具有一整套先进的新产品开发 ...",successful,上海汽车变速器有限公司 - 智慧芽,https://www.zhihuiya.com/case/info_8.html
paris-eien.com,,http://paris-eien.com/sale/view-137612938.html,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,8,None,2019-06-24 11:05:19.820106,localhost,http,google,"May 22, 2019 - 龙8国际客户端最专业的网上综合游戏直营平台,龙8国际客户端手机下载拥有最全面的7平台,龙8国际客户端同时提供各种经典娱乐,欢迎您随时光临!",successful,上汽通用别克汽车制动钳性能及耐久试验台- 制造交易网,paris-eien.com/sale/view-137612938.html
reger.com.cn,,http://reger.com.cn/news/newsinfo_166.html,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,9,None,2019-06-24 11:05:19.820106,localhost,http,google,"Dec 15, 2012 - 11月23日，公司与上海汽车集团股份有限公司签署了汽车零部件疲劳检测试验台项目的终验收报告，项目正式交付用户使用。实现了国内试验机厂家 ...",successful,试验台、电液伺服疲劳试验台、汽车变速箱总成试验台、汽车振动摸拟 ...,reger.com.cn/news/newsinfo_166.html
www.google.com,,https://www.google.com/patents/CN201034830Y?cl=zh,results,False,10,"About 1,360,000 results (0.29 seconds) ",None,1,上汽 试验台,10,None,2019-06-24 11:05:19.820106,localhost,http,google,本实用新型涉及一种汽车门或盖开关模拟试验台，它包括车门把手夹具、开关门装置、车门关闭速度检测装置以及控制装置，所述的开门和关门装置包括有开关门气缸、 ...,successful,CN201034830Y - 汽车门或盖开关模拟试验台- Google Patents,https://www.google.com/patents/CN201034830Y?cl=zh
m.xincheping.com,,https://m.xincheping.com/cehua/108961.html,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,1,None,2019-06-24 11:05:53.668468,localhost,http,google,"Sep 19, 2017 - 在K&C操稳试验室吉利研究院从英国进口了一台双轴K&C试验台，用于产品研发的初始阶段，对整车底盘、悬架、车身操控性、方向指向精准性进行调 ...",successful,参观吉利杭州湾研发中心：自主品牌的研究院在做什么？|新车评网|m ...,https://m.xincheping.com/cehua/108961.html
www.autohome.com.cn,,https://www.autohome.com.cn/tech/201412/854751.html,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,2,None,2019-06-24 11:05:53.668468,localhost,http,google,"Dec 8, 2014 - 吉利汽车安全实验室，它正式的官方名称是“浙江省汽车安全技术重点实验室”，它位于杭州市萧山区临江 ... 它除了承担吉利汽车的碰撞试验外，还肩负一些国家科研项目。 .... 第1页：吉利安全实验室总览 · 第2页：假人、滑台实验室简介.",successful,【图】整车碰撞至少60次探访吉利安全实验室_汽车之家,https://www.autohome.com.cn/tech/201412/854751.html
new.qq.com,,https://new.qq.com/omn/20171228/20171228A0FY4K.html,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,3,None,2019-06-24 11:05:53.668468,localhost,http,google,"Dec 28, 2017 - NVH三个字母是噪声、振动与声振粗糙度的英文缩写，也是衡量汽车制造与汽车产品品质的重要指标。今天车透君就来走近吉利汽车NVH试验的重要 ...",successful,四立柱台架模拟377种路况，揭秘吉利如何让车辆远离异响 - 腾讯,https://new.qq.com/omn/20171228/20171228A0FY4K.html
auto.sina.com.cn,,http://auto.sina.com.cn/jishu/2017-09-20/detail-ifykymue7404646.shtml,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,4,None,2019-06-24 11:05:53.668468,localhost,http,google,"Sep 20, 2017 - 2016年9月吉利上市了帝豪GL，全新“A+级”轿车。在帝豪GL上市 ... 四立柱试验室试验台架主要是针对车辆车身及内外饰结构的耐久性考核。此台架 ...",successful,探秘吉利研究院，探寻吉利GL冰火修炼-新浪汽车,auto.sina.com.cn › 技术
www.china.cn,,https://www.china.cn/shiyantai/4215999820.html,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,5,None,2019-06-24 11:05:53.668468,localhost,http,google,首页> 仪器仪表> 汽摩检测设备> 试验台> 吉利汽车天窗风载及遮阳帘耐久试验设备 <上一个 下一个> ... 合肥雄强吉利汽车供应汽车四门两盖技术方案说明书汽车试验.,successful,【吉利汽车天窗风载及遮阳帘耐久试验设备】价格_厂家- 中国供应商,https://www.china.cn/shiyantai/4215999820.html
www.niceysl.com,,http://www.niceysl.com/news/cases/83.cshtml,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,6,None,2019-06-24 11:05:53.668468,localhost,http,google,为吉利集团某生产基地生产的汽车管路汽车管路高低温高压环境爆破试验机、脉冲试验台。 1、汽车管路爆破试验机设备应用于汽车制动硬管、液压制动软管、气压真空 ...,successful,高低温环境汽车管路爆破试验机、脉冲试验台-吉利集团-千赢国际娱乐 ...,www.niceysl.com/news/cases/83.cshtml
m.tyncar.com,,https://m.tyncar.com/News/qiye/20170512_27176.html,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,7,None,2019-06-24 11:05:53.668468,localhost,http,google,"May 12, 2017 - 整车多轴耦合道路模拟试验台. 24通道轴耦合道路模拟耐久测试. 2.“iNTEC”技术是什么？ 吉利汽车集团总裁、CEO安聪慧演讲发布技术品牌iNTEC.",successful,吉利发布“iNTEC”技术品牌杭州湾研发中心全面启用_太阳能电动汽车网,https://m.tyncar.com/News/qiye/20170512_27176.html
auto.ifeng.com,,http://auto.ifeng.com/chengdu/xinwen/2017110319729.shtml,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,8,None,2019-06-24 11:05:53.668468,localhost,http,google,"Nov 3, 2017 - 吉利整车24通道耐久试验室的试验台架主要是针对车辆底盘和车身等金属结构件的耐久性考核。此设备是从美国MTS公司引进的最新的试验设备，将 ...",successful,备受推崇的背后观吉利汽车研发中心有感_凤凰网汽车_凤凰网,auto.ifeng.com › 成都 › 新闻
auto.sohu.com,,http://auto.sohu.com/20171001/n515619003.shtml,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,9,None,2019-06-24 11:05:53.668468,localhost,http,google,"Oct 1, 2017 - 汽车探秘吉利这几年的发展在汽车市场上那是有目共睹，尤其是随着3.0时代产品的到来，吉利的产品开始在市场上火爆起来，并且其产品在各自细分 ...",successful,试验室试验台 - 搜狐汽车,auto.sohu.com › 新闻 › 吉利
www.sohu.com,,http://www.sohu.com/a/193733008_118980,results,False,10,"Page 2 of about 2,510,000 results (0.22 seconds) ",None,2,吉利 试验台,10,None,2019-06-24 11:05:53.668468,localhost,http,google,"Sep 22, 2017 - 高质感基因”是天生的，7个机密试验解读吉利帝豪GL ... 个通道的力和力矩数据，再将数据输入设备控制系统，从驱动试验台架模拟各种恶劣路况，来 ...",successful,“高质感基因”是天生的，7个机密试验解读吉利帝豪GL - 搜狐,www.sohu.com/a/193733008_118980
www.baidu.com,,http://www.baidu.com/link?url=Bta1K2ao5JiN0aBZQZrfnh_4bhHwTgw_-vG1cimuPJJ3un3GYibfKMQDXZRK5Wx1IdSD69UoHJApX7yUQXJny_,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,1,None,2019-06-24 11:42:08.435019,localhost,http,baidu,"2018年6月25日 - 受业主委托,中国采招网于2018年06月25日发布吉利汽车动力院性能试验台架与新能源动力总成试验台架项目的招标公告;项目简介:1.项目名称:吉利汽车动力院...",successful,吉利汽车动力院性能试验台架与新能源动力总成试验台架项目的招标...,None
www.baidu.com,,http://www.baidu.com/link?url=G-Z-yZ66JU9LxOlkgIyHE2__Jty0SA5jiM1rKU9yt5nUFeZ5mnfvPdFfel3pvcVAeoJtjFgXYs1VxwWTQ_7iSa,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,2,None,2019-06-24 11:42:08.435019,localhost,http,baidu,2018年8月27日 - 吉利电机四门两盖试验台  品牌: 雄强 型号: XQ-SMLG-130  规格:1800*900*800 单价: 120000.00~200000.00/台  所在地:安徽 合肥市 有效期至:2019-08-27...,successful,吉利电机四门两盖试验台_机器人产品_机器人网,None
www.baidu.com,,http://www.baidu.com/link?url=FznnE-AKoAyUh3548OQlO32X5fvXv3202_CQnDImtz5dvHywWpqz_Dfd_4vmsiZzG2gzxR-Em6J3wDM_eEMMtK,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,3,None,2019-06-24 11:42:08.435019,localhost,http,baidu,"2018年7月3日 - 吉利汽车动力试验中心性能试验台架与新能源动力总成试验台架项目招标公告,招标信息,招标,采购,采购与招标网",successful,吉利汽车动力试验中心性能试验台架与新能源动力总成试验台架项目...,None
www.baidu.com,,http://www.baidu.com/link?url=VDJfYM-LXwUlD8f0otbKGzonW9JsvZzjCLR4P9SYMRKbl49lXWprCqh2Qk9NWnpxDhKI7BLabATKf6LHOrgvkxWt25jlLl3myHf2adZGTUe,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,4,None,2019-06-24 11:42:08.435019,localhost,http,baidu,2016年9月27日 - 1. 项目名称:湘潭SV项目试验台设备 2.项目概况与招标范围 2.1项目概况: 湖南吉利汽车部件有限公司是浙江吉利控股集团为响应国家“中西部开发战略”号...,successful,浙江吉利控股集团湖南吉利汽车部件有限公司湘潭SV项目试验台设备...,None
www.baidu.com,,http://www.baidu.com/link?url=mUUBrNLPRrRBblJ2Is6Q87l2XYJd96A5E-UvlMCDXXQalyZt2JgC9EwA6Ir-cTCFsGpT1WI2VWuKrrDMDKHOK4kWcU81hMSoDL3NQ33GQc3,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,5,None,2019-06-24 11:42:08.435019,localhost,http,baidu,2014年12月2日 - 宁波吉利汽车研究院开发有限公司现采购一批发动机性能试验台架、动力总成试验台架、减振系统、试验室信息化系统-试验台架原始数据库、使用地点宁波杭...,successful,宁波吉利汽车研究院发动机性能试验台架项目_招标网_浙江省招标,None
www.baidu.com,,http://www.baidu.com/link?url=E7tci8JYNQm3g-wJqGLqH5bi1KcpbZcyVupRFNURjV1K1w4yw4Ok5k-3YKS3n78s9621GWDUgxTw1ToRX7faS_,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,6,None,2019-06-24 11:42:08.435019,localhost,http,baidu,"2018年6月25日 - 招标代理公司(请 登录 查看) 受业主单位(请 登录 查看) 委托,于2018-06-25在采购与招标网发布 吉利汽车动力院性能试验台架与新能源动力总成试验台架项...",successful,吉利汽车动力院性能试验台架与新能源动力总成试验台架项目的招标...,None
www.baidu.com,,http://www.baidu.com/link?url=Fqj7ykfcEEsMzciAWRmx4ijQpcTkcYpDk9q1cVGGf4riQe_z4g4pzpvmSo6wfz7DRtT__LaBZZppVemUAGipHkFs4tsxCH8JPVFwBHB1qpC,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,7,None,2019-06-24 11:42:08.435019,localhost,http,baidu,2018年11月13日 - 千里马招标采购网>浙江招标网>宁波招标网>慈溪市招标网:吉利汽车研究院NVH试验室BSR材料匹配试验台项目:2018-11-13 01:16:28.0 1.项目名称:吉利汽车研...,successful,吉利汽车研究院NVH试验室BSR材料匹配试验台项目 - 千里马招标网,None
www.baidu.com,,http://www.baidu.com/link?url=oUmanK3NQUjRb6pAFVwXXpIVAtwUCCJHjcmxr_gds4w2XBClLCyNQka7vh5GEYUrxur3YU7W_cPp4bLHDu7wlq,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,8,None,2019-06-24 11:42:08.435019,localhost,http,baidu,"2018年8月23日 - 受业主委托,中国采招网于2018年08月23日发布吉利汽车研究院动力总成转动惯量试验台项目的招标公告;项目简介:1.项目名称:吉利汽车研究院动力总成转动惯...",successful,吉利汽车研究院动力总成转动惯量试验台项目的招标公告-采招网,None
www.baidu.com,,http://www.baidu.com/link?url=yjW-f2Md8_NByZt82ystpE-iDa5truNqPd7SNpHE2cr0_Fe8UESzdXXg51_KN5X6EQ1qrOcNpFHthwfG8p7AXa,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,9,None,2019-06-24 11:42:08.435019,localhost,http,baidu,"2016年12月29日 - 中国化工仪器网为您提供雄强牌 XQ-HD885 吉利轿车换挡轴综合试验台厂家直销的详细介绍和价格,如有意向请联系合肥雄强数控科技有限公司",successful,雄强牌 XQ-HD885 吉利轿车换挡轴综合试验台厂家直销,None
www.baidu.com,,http://www.baidu.com/link?url=yWm7R3h6Tew3hbNG1yaM69Ak2kw-ONCvvWdDE2LvPPtsbtqt7Ipae9X7vzOekytHojITsCirnCLP25IGsWn_mlMPwH4r0_N0qyz3M9b_LQK,results,False,10,"搜索工具百度为您找到相关结果约196,000个",None,2,吉利 试验台,10,None,2019-06-24 11:42:08.435019,localhost,http,baidu,2016年5月31日 - 浙江吉利汽车研究院有限公司弹性体试验台项目招标公告1.项目名称:弹性体试验台项目。2.项目概况与招标范围2.1项目概况:,successful,浙江吉利汽车研究院有限公司弹性体试验台项目招标公告_招标网_...,None
b'',,None,results,False,10,"搜索工具百度为您找到相关结果约3,500,000个",None,2,一汽 试验台 ,1,None,2019-06-24 11:42:00.295067,localhost,http,baidu,None,successful,None,baike.baidu.com/ 
www.baidu.com,,http://www.baidu.com/link?url=hsRNHaOrrHhqUHj3ugpt19SjwASlrzO1wOAWm-6ffEsG321Mo1xYO8OOqEAX-md3,results,False,10,"搜索工具百度为您找到相关结果约3,500,000个",None,2,一汽 试验台 ,1,None,2019-06-24 11:42:00.295067,localhost,http,baidu,"2019年5月16日 - 电车汇消息:近日,一汽解放商用车开发院氢动力开发实验室的燃料电池发动机测试台架正式投入运转,标志着一汽在燃料电池技术领域的技术能力大幅提升。  ...",successful,国内|一汽解放燃料电池发动机测试台架正式运转 | 电车汇,None
www.baidu.com,,http://www.baidu.com/link?url=IQz9CA029nblwtuc9aRxMb9LviZn8WTbq4C2R0AdS7lzHxCQ9WCY-gWTR8vtGEB5,results,False,10,"搜索工具百度为您找到相关结果约3,500,000个",None,2,一汽 试验台 ,2,None,2019-06-24 11:42:00.295067,localhost,http,baidu,"汽车教学模型,汽车教学模型,汽车教学设备,汽车教学挂图,汽车电路实验台.汽车模拟器.汽车电教板.汽车教具.汽车模型.汽车部件模型.",successful,"汽车空调系统实验台,实训台,汽车实训台_第 1 页-上海顶邦公司",None
www.baidu.com,,http://www.baidu.com/link?url=SlnccQHGVI4wZhddrM120tm09AkQLjMfZIy7yrs5OiA-_2Bzkyuq7nU7Az04Cc72f-pmwJV_MYDG4KWlu1QG3K,results,False,10,"搜索工具百度为您找到相关结果约3,500,000个",None,2,一汽 试验台 ,3,None,2019-06-24 11:42:00.295067,localhost,http,baidu,"电机性能试验方法,满足在试验台对电机稳态循环加载耐久试验,模拟道路工况试验,自动以的架势循环工况试验,加速,制动,驻车,经济型,或运动型架势模拟试验。 试验台满足...",successful,电机性能试验台(新能源电动汽车用电机)-电机性能试验系统-试验...,None
